timestamp,city,aqi_actual,aqi_predicted,aqi_category,risk_level,outdoor_activity,mask_recommendation,hour
2025-11-27 03:00:00,Mexico City,124,121.68599700927734,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,3
2025-11-27 03:00:00,New York,21,20.340526580810547,Good,Low,Unrestricted,Not necessary,3
2025-11-27 03:00:00,São Paulo,5,5.006202220916748,Good,Low,Unrestricted,Not necessary,3
2025-11-27 03:00:00,Cairo,68,67.632080078125,Moderate,Low,Generally Safe,Not necessary,3
2025-11-27 04:00:00,Beijing,65,63.264671325683594,Moderate,Low,Generally Safe,Not necessary,4
2025-11-27 04:00:00,São Paulo,5,5.317845344543457,Good,Low,Unrestricted,Not necessary,4
2025-11-27 04:00:00,New York,24,23.8070011138916,Good,Low,Unrestricted,Not necessary,4
2025-11-27 04:00:00,London,6,6.008701324462891,Good,Low,Unrestricted,Not necessary,4
2025-11-27 04:00:00,Cairo,71,70.77210235595703,Moderate,Low,Generally Safe,Not necessary,4
2025-11-27 04:00:00,Tokyo,16,15.787029266357422,Good,Low,Unrestricted,Not necessary,4
2025-11-27 04:00:00,Delhi,242,240.6735382080078,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,4
2025-11-27 04:00:00,Mumbai,217,217.26377868652344,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,4
2025-11-27 04:00:00,Los Angeles,110,110.9889907836914,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,4
2025-11-27 04:00:00,Mexico City,126,125.68639373779297,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,4
2025-11-27 05:00:00,São Paulo,6,5.840667724609375,Good,Low,Unrestricted,Not necessary,5
2025-11-27 05:00:00,Mumbai,212,210.59010314941406,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,5
2025-11-27 05:00:00,London,6,5.989770889282227,Good,Low,Unrestricted,Not necessary,5
2025-11-27 05:00:00,Mexico City,128,125.73861694335938,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,5
2025-11-27 05:00:00,Delhi,247,243.41871643066406,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,5
2025-11-27 05:00:00,Cairo,73,72.98790740966797,Moderate,Low,Generally Safe,Not necessary,5
2025-11-27 05:00:00,Beijing,98,92.3389892578125,Moderate,Low,Generally Safe,Not necessary,5
2025-11-27 05:00:00,Tokyo,17,17.002485275268555,Good,Low,Unrestricted,Not necessary,5
2025-11-27 05:00:00,Los Angeles,110,111.51427459716797,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,5
2025-11-27 05:00:00,New York,27,26.770299911499023,Good,Low,Unrestricted,Not necessary,5
2025-11-27 06:00:00,Cairo,73,73.10785675048828,Moderate,Low,Generally Safe,Not necessary,6
2025-11-27 06:00:00,Mumbai,207,200.75592041015625,Unknown,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,6
2025-11-27 06:00:00,São Paulo,6,6.007699489593506,Good,Low,Unrestricted,Not necessary,6
2025-11-27 06:00:00,Los Angeles,106,105.89299774169922,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,6
2025-11-27 06:00:00,Beijing,132,121.5923843383789,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,6
2025-11-27 06:00:00,Delhi,252,250.24366760253906,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,6
2025-11-27 06:00:00,London,6,5.983950138092041,Good,Low,Unrestricted,Not necessary,6
2025-11-27 06:00:00,New York,26,26.167795181274414,Good,Low,Unrestricted,Not necessary,6
2025-11-27 06:00:00,Mexico City,132,129.8318328857422,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,6
2025-11-27 06:00:00,Tokyo,20,19.899690628051758,Good,Low,Unrestricted,Not necessary,6
2025-11-27 07:00:00,Delhi,259,261.4770812988281,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,7
2025-11-27 07:00:00,São Paulo,6,6.003282070159912,Good,Low,Unrestricted,Not necessary,7
2025-11-27 07:00:00,London,7,6.951744079589844,Good,Low,Unrestricted,Not necessary,7
2025-11-27 07:00:00,Mumbai,203,196.574951171875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,7
2025-11-27 07:00:00,Cairo,73,73.08097839355469,Moderate,Low,Generally Safe,Not necessary,7
2025-11-27 07:00:00,New York,20,19.47530174255371,Good,Low,Unrestricted,Not necessary,7
2025-11-27 07:00:00,Mexico City,141,140.73678588867188,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,7
2025-11-27 07:00:00,Los Angeles,99,98.36727905273438,Moderate,Low,Generally Safe,Not necessary,7
2025-11-27 07:00:00,Beijing,150,143.2500457763672,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,7
2025-11-27 07:00:00,Tokyo,23,22.939210891723633,Good,Low,Unrestricted,Not necessary,7
2025-11-27 08:00:00,Delhi,266,253.36605834960938,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,8
2025-11-27 08:00:00,São Paulo,7,6.961553573608398,Good,Low,Unrestricted,Not necessary,8
2025-11-27 08:00:00,New York,12,13.37343692779541,Good,Low,Unrestricted,Not necessary,8
2025-11-27 08:00:00,London,7,6.951744079589844,Good,Low,Unrestricted,Not necessary,8
2025-11-27 08:00:00,Mumbai,200,195.98074340820312,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,8
2025-11-27 08:00:00,Beijing,151,148.0133056640625,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,8
2025-11-27 08:00:00,Mexico City,147,141.4783477783203,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,8
2025-11-27 08:00:00,Tokyo,25,25.79823112487793,Good,Low,Unrestricted,Not necessary,8
2025-11-27 08:00:00,Cairo,74,73.93588256835938,Moderate,Low,Generally Safe,Not necessary,8
2025-11-27 08:00:00,Los Angeles,92,91.72457122802734,Moderate,Low,Generally Safe,Not necessary,8
2025-11-27 09:00:00,Cairo,73,73.05777740478516,Moderate,Low,Generally Safe,Not necessary,9
2025-11-27 09:00:00,Mexico City,137,137.70550537109375,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,9
2025-11-27 09:00:00,São Paulo,7,6.961553573608398,Good,Low,Unrestricted,Not necessary,9
2025-11-27 09:00:00,Delhi,278,282.9137878417969,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,9
2025-11-27 09:00:00,London,8,7.975124835968018,Good,Low,Unrestricted,Not necessary,9
2025-11-27 09:00:00,Tokyo,27,27.09074592590332,Good,Low,Unrestricted,Not necessary,9
2025-11-27 09:00:00,Beijing,52,71.75677490234375,Moderate,Low,Generally Safe,Not necessary,9
2025-11-27 09:00:00,New York,9,8.815210342407227,Good,Low,Unrestricted,Not necessary,9
2025-11-27 09:00:00,Los Angeles,86,86.98825073242188,Moderate,Low,Generally Safe,Not necessary,9
2025-11-27 09:00:00,Mumbai,198,194.32635498046875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,9
2025-11-27 10:00:00,Mexico City,126,125.749755859375,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,10
2025-11-27 10:00:00,Tokyo,28,27.823589324951172,Good,Low,Unrestricted,Not necessary,10
2025-11-27 10:00:00,São Paulo,8,7.980112552642822,Good,Low,Unrestricted,Not necessary,10
2025-11-27 10:00:00,New York,7,6.944362640380859,Good,Low,Unrestricted,Not necessary,10
2025-11-27 10:00:00,Beijing,35,39.61061096191406,Good,Low,Unrestricted,Not necessary,10
2025-11-27 10:00:00,Los Angeles,81,80.49301147460938,Moderate,Low,Generally Safe,Not necessary,10
2025-11-27 10:00:00,Delhi,289,278.08563232421875,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,10
2025-11-27 10:00:00,Mumbai,198,195.42059326171875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,10
2025-11-27 10:00:00,Cairo,73,73.05777740478516,Moderate,Low,Generally Safe,Not necessary,10
2025-11-27 10:00:00,London,8,7.9983906745910645,Good,Low,Unrestricted,Not necessary,10
2025-11-27 11:00:00,New York,5,5.352863311767578,Good,Low,Unrestricted,Not necessary,11
2025-11-27 11:00:00,Beijing,34,34.7255859375,Good,Low,Unrestricted,Not necessary,11
2025-11-27 11:00:00,Cairo,73,73.95500183105469,Moderate,Low,Generally Safe,Not necessary,11
2025-11-27 11:00:00,Tokyo,28,27.610326766967773,Good,Low,Unrestricted,Not necessary,11
2025-11-27 11:00:00,London,8,8.007406234741211,Good,Low,Unrestricted,Not necessary,11
2025-11-27 11:00:00,São Paulo,8,7.9983906745910645,Good,Low,Unrestricted,Not necessary,11
2025-11-27 11:00:00,Mexico City,117,117.44559478759766,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,11
2025-11-27 11:00:00,Mumbai,199,195.52032470703125,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,11
2025-11-27 11:00:00,Delhi,304,279.63238525390625,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,11
2025-11-27 11:00:00,Los Angeles,77,76.91856384277344,Moderate,Low,Generally Safe,Not necessary,11
2025-11-27 12:00:00,Mexico City,107,106.75808715820312,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,12
2025-11-27 12:00:00,London,8,8.007406234741211,Good,Low,Unrestricted,Not necessary,12
2025-11-27 12:00:00,Beijing,47,45.83628845214844,Good,Low,Unrestricted,Not necessary,12
2025-11-27 12:00:00,Mumbai,201,196.45323181152344,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,12
2025-11-27 12:00:00,New York,4,4.028215408325195,Good,Low,Unrestricted,Not necessary,12
2025-11-27 12:00:00,Los Angeles,74,74.28626251220703,Moderate,Low,Generally Safe,Not necessary,12
2025-11-27 12:00:00,Delhi,257,279.6425476074219,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,12
2025-11-27 12:00:00,Cairo,73,73.06660461425781,Moderate,Low,Generally Safe,Not necessary,12
2025-11-27 12:00:00,São Paulo,9,8.553522109985352,Good,Low,Unrestricted,Not necessary,12
2025-11-27 12:00:00,Tokyo,27,27.123701095581055,Good,Low,Unrestricted,Not necessary,12
2025-11-27 13:00:00,Tokyo,27,27.049501419067383,Good,Low,Unrestricted,Not necessary,13
2025-11-27 13:00:00,São Paulo,9,8.593183517456055,Good,Low,Unrestricted,Not necessary,13
2025-11-27 13:00:00,Mexico City,98,97.03681945800781,Moderate,Low,Generally Safe,Not necessary,13
2025-11-27 13:00:00,Los Angeles,72,72.19259643554688,Moderate,Low,Generally Safe,Not necessary,13
2025-11-27 13:00:00,London,7,7.0845046043396,Good,Low,Unrestricted,Not necessary,13
2025-11-27 13:00:00,Beijing,62,61.65304183959961,Moderate,Low,Generally Safe,Not necessary,13
2025-11-27 13:00:00,Mumbai,205,202.1954345703125,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,13
2025-11-27 13:00:00,Cairo,73,73.07693481445312,Moderate,Low,Generally Safe,Not necessary,13
2025-11-27 13:00:00,New York,3,3.186171770095825,Good,Low,Unrestricted,Not necessary,13
2025-11-27 13:00:00,Delhi,238,260.8604431152344,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,13
2025-11-27 14:00:00,Cairo,74,73.87890625,Moderate,Low,Generally Safe,Not necessary,14
2025-11-27 14:00:00,Delhi,238,260.9463806152344,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,14
2025-11-27 14:00:00,Tokyo,26,25.946056365966797,Good,Low,Unrestricted,Not necessary,14
2025-11-27 14:00:00,Mumbai,207,198.8601531982422,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,14
2025-11-27 14:00:00,São Paulo,9,8.985467910766602,Good,Low,Unrestricted,Not necessary,14
2025-11-27 14:00:00,New York,3,3.102348804473877,Good,Low,Unrestricted,Not necessary,14
2025-11-27 14:00:00,Mexico City,91,91.67928314208984,Moderate,Low,Generally Safe,Not necessary,14
2025-11-27 14:00:00,London,7,7.066222667694092,Good,Low,Unrestricted,Not necessary,14
2025-11-27 14:00:00,Beijing,75,73.19691467285156,Moderate,Low,Generally Safe,Not necessary,14
2025-11-27 14:00:00,Los Angeles,71,70.80297088623047,Moderate,Low,Generally Safe,Not necessary,14
2025-11-27 15:00:00,London,6,6.13663911819458,Good,Low,Unrestricted,Not necessary,15
2025-11-27 15:00:00,Cairo,75,74.403564453125,Moderate,Low,Generally Safe,Not necessary,15
2025-11-27 15:00:00,Mumbai,209,206.65892028808594,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,15
2025-11-27 15:00:00,New York,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,15
2025-11-27 15:00:00,São Paulo,9,8.593183517456055,Good,Low,Unrestricted,Not necessary,15
2025-11-27 15:00:00,Los Angeles,70,70.12447357177734,Moderate,Low,Generally Safe,Not necessary,15
2025-11-27 15:00:00,Beijing,90,86.8957748413086,Moderate,Low,Generally Safe,Not necessary,15
2025-11-27 15:00:00,Tokyo,21,21.150527954101562,Good,Low,Unrestricted,Not necessary,15
2025-11-27 15:00:00,Delhi,242,253.8224639892578,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,15
2025-11-27 15:00:00,Mexico City,84,83.53820037841797,Moderate,Low,Generally Safe,Not necessary,15
2025-11-27 16:00:00,Los Angeles,69,69.22830200195312,Moderate,Low,Generally Safe,Not necessary,16
2025-11-27 16:00:00,London,6,6.13663911819458,Good,Low,Unrestricted,Not necessary,16
2025-11-27 16:00:00,Tokyo,18,18.160432815551758,Good,Low,Unrestricted,Not necessary,16
2025-11-27 16:00:00,Mumbai,210,205.7697296142578,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,16
2025-11-27 16:00:00,Beijing,112,107.84172058105469,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,16
2025-11-27 16:00:00,Mexico City,79,79.1235580444336,Moderate,Low,Generally Safe,Not necessary,16
2025-11-27 16:00:00,Delhi,253,260.86346435546875,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,16
2025-11-27 16:00:00,New York,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,16
2025-11-27 16:00:00,Cairo,76,76.02982330322266,Moderate,Low,Generally Safe,Not necessary,16
2025-11-27 16:00:00,São Paulo,8,8.072097778320312,Good,Low,Unrestricted,Not necessary,16
2025-11-27 17:00:00,Beijing,136,130.0680389404297,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,17
2025-11-27 17:00:00,London,6,5.990484714508057,Good,Low,Unrestricted,Not necessary,17
2025-11-27 17:00:00,New York,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,17
2025-11-27 17:00:00,Mexico City,75,75.01679992675781,Moderate,Low,Generally Safe,Not necessary,17
2025-11-27 17:00:00,Los Angeles,69,68.20773315429688,Moderate,Low,Generally Safe,Not necessary,17
2025-11-27 17:00:00,Mumbai,211,205.49923706054688,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,17
2025-11-27 17:00:00,Delhi,264,256.11444091796875,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,17
2025-11-27 17:00:00,Cairo,76,75.98323822021484,Moderate,Low,Generally Safe,Not necessary,17
2025-11-27 17:00:00,São Paulo,7,7.622299671173096,Good,Low,Unrestricted,Not necessary,17
2025-11-27 17:00:00,Tokyo,16,15.959254264831543,Good,Low,Unrestricted,Not necessary,17
2025-11-27 18:00:00,New York,3,3.6154303550720215,Good,Low,Unrestricted,Not necessary,18
2025-11-27 18:00:00,Mexico City,71,70.6866455078125,Moderate,Low,Generally Safe,Not necessary,18
2025-11-27 18:00:00,Delhi,275,287.4807434082031,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,18
2025-11-27 18:00:00,Cairo,78,77.85098266601562,Moderate,Low,Generally Safe,Not necessary,18
2025-11-27 18:00:00,London,7,6.959071159362793,Good,Low,Unrestricted,Not necessary,18
2025-11-27 18:00:00,Beijing,152,148.7775421142578,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,18
2025-11-27 18:00:00,Mumbai,211,205.49923706054688,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,18
2025-11-27 18:00:00,São Paulo,5,5.288276672363281,Good,Low,Unrestricted,Not necessary,18
2025-11-27 18:00:00,Los Angeles,70,69.70703125,Moderate,Low,Generally Safe,Not necessary,18
2025-11-27 18:00:00,Tokyo,15,15.006080627441406,Good,Low,Unrestricted,Not necessary,18
2025-11-27 19:00:00,New York,4,3.743551254272461,Good,Low,Unrestricted,Not necessary,19
2025-11-27 19:00:00,Tokyo,15,14.516918182373047,Good,Low,Unrestricted,Not necessary,19
2025-11-27 19:00:00,Beijing,154,153.94032287597656,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,19
2025-11-27 19:00:00,London,8,7.960806369781494,Good,Low,Unrestricted,Not necessary,19
2025-11-27 19:00:00,Mexico City,67,67.57588958740234,Moderate,Low,Generally Safe,Not necessary,19
2025-11-27 19:00:00,Cairo,80,78.83673858642578,Moderate,Low,Generally Safe,Not necessary,19
2025-11-27 19:00:00,Delhi,290,293.2018737792969,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,19
2025-11-27 19:00:00,São Paulo,5,4.95655632019043,Good,Low,Unrestricted,Not necessary,19
2025-11-27 19:00:00,Mumbai,211,205.83782958984375,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,19
2025-11-27 19:00:00,Los Angeles,73,72.26878356933594,Moderate,Low,Generally Safe,Not necessary,19
2025-11-27 20:00:00,Beijing,156,155.467529296875,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,20
2025-11-27 20:00:00,New York,4,3.7531535625457764,Good,Low,Unrestricted,Not necessary,20
2025-11-27 20:00:00,Tokyo,15,14.635619163513184,Good,Low,Unrestricted,Not necessary,20
2025-11-27 20:00:00,Cairo,80,80.4378890991211,Moderate,Low,Generally Safe,Not necessary,20
2025-11-27 20:00:00,Los Angeles,77,76.78790283203125,Moderate,Low,Generally Safe,Not necessary,20
2025-11-27 20:00:00,São Paulo,4,4.0467095375061035,Good,Low,Unrestricted,Not necessary,20
2025-11-27 20:00:00,Mumbai,213,205.99859619140625,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,20
2025-11-27 20:00:00,Delhi,306,293.33001708984375,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,20
2025-11-27 20:00:00,London,9,8.519475936889648,Good,Low,Unrestricted,Not necessary,20
2025-11-27 20:00:00,Mexico City,67,66.98164367675781,Moderate,Low,Generally Safe,Not necessary,20
2025-11-27 21:00:00,Beijing,155,156.13510131835938,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,21
2025-11-27 21:00:00,Los Angeles,84,82.7709732055664,Moderate,Low,Generally Safe,Not necessary,21
2025-11-27 21:00:00,Delhi,316,294.5621337890625,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,21
2025-11-27 21:00:00,São Paulo,4,4.055753231048584,Good,Low,Unrestricted,Not necessary,21
2025-11-27 21:00:00,Mumbai,215,200.19210815429688,Unknown,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,21
2025-11-27 21:00:00,Mexico City,64,63.6123046875,Moderate,Low,Generally Safe,Not necessary,21
2025-11-27 21:00:00,Cairo,81,80.43402862548828,Moderate,Low,Generally Safe,Not necessary,21
2025-11-27 21:00:00,London,8,8.072097778320312,Good,Low,Unrestricted,Not necessary,21
2025-11-27 21:00:00,New York,3,3.1119508743286133,Good,Low,Unrestricted,Not necessary,21
2025-11-27 21:00:00,Tokyo,15,15.066908836364746,Good,Low,Unrestricted,Not necessary,21
2025-11-27 22:00:00,Cairo,82,81.41585540771484,Moderate,Low,Generally Safe,Not necessary,22
2025-11-27 22:00:00,Delhi,327,297.2843017578125,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,22
2025-11-27 22:00:00,Tokyo,15,15.228689193725586,Good,Low,Unrestricted,Not necessary,22
2025-11-27 22:00:00,Mumbai,220,213.2428436279297,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,22
2025-11-27 22:00:00,New York,3,2.76299786567688,Good,Low,Unrestricted,Not necessary,22
2025-11-27 22:00:00,Beijing,154,155.31834411621094,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,22
2025-11-27 22:00:00,London,8,8.072097778320312,Good,Low,Unrestricted,Not necessary,22
2025-11-27 22:00:00,Los Angeles,93,92.74539947509766,Moderate,Low,Generally Safe,Not necessary,22
2025-11-27 22:00:00,Mexico City,70,69.41988372802734,Moderate,Low,Generally Safe,Not necessary,22
2025-11-27 22:00:00,São Paulo,4,4.055753231048584,Good,Low,Unrestricted,Not necessary,22
2025-11-27 23:00:00,Tokyo,16,15.935284614562988,Good,Low,Unrestricted,Not necessary,23
2025-11-27 23:00:00,Los Angeles,103,103.27330780029297,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,23
2025-11-27 23:00:00,Beijing,155,155.45570373535156,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,23
2025-11-27 23:00:00,Delhi,337,302.452392578125,Hazardous,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,23
2025-11-27 23:00:00,New York,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,23
2025-11-27 23:00:00,Mumbai,225,221.99855041503906,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,23
2025-11-27 23:00:00,Mexico City,76,75.40458679199219,Moderate,Low,Generally Safe,Not necessary,23
2025-11-27 23:00:00,London,8,8.002416610717773,Good,Low,Unrestricted,Not necessary,23
2025-11-27 23:00:00,São Paulo,4,4.055753231048584,Good,Low,Unrestricted,Not necessary,23
2025-11-27 23:00:00,Cairo,84,84.48832702636719,Moderate,Low,Generally Safe,Not necessary,23
2025-11-28 00:00:00,Tokyo,16,16.055017471313477,Good,Low,Unrestricted,Not necessary,0
2025-11-28 00:00:00,Mumbai,228,226.89418029785156,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,0
2025-11-28 00:00:00,New York,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,0
2025-11-28 00:00:00,London,8,8.002416610717773,Good,Low,Unrestricted,Not necessary,0
2025-11-28 00:00:00,Los Angeles,117,116.24285888671875,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,0
2025-11-28 00:00:00,Cairo,89,89.14620971679688,Moderate,Low,Generally Safe,Not necessary,0
2025-11-28 00:00:00,São Paulo,4,4.046230792999268,Good,Low,Unrestricted,Not necessary,0
2025-11-28 00:00:00,Beijing,157,156.5972442626953,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,0
2025-11-28 00:00:00,Mexico City,79,78.51524353027344,Moderate,Low,Generally Safe,Not necessary,0
2025-11-28 00:00:00,Delhi,344,304.9145202636719,Hazardous,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,0
2025-11-28 01:00:00,Los Angeles,138,134.98387145996094,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,1
2025-11-28 01:00:00,Cairo,94,92.87590026855469,Moderate,Low,Generally Safe,Not necessary,1
2025-11-28 01:00:00,London,8,8.505285263061523,Good,Low,Unrestricted,Not necessary,1
2025-11-28 01:00:00,Beijing,160,160.04620361328125,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,1
2025-11-28 01:00:00,Mumbai,229,225.43089294433594,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,1
2025-11-28 01:00:00,Mexico City,81,80.47714233398438,Moderate,Low,Generally Safe,Not necessary,1
2025-11-28 01:00:00,Tokyo,16,16.055017471313477,Good,Low,Unrestricted,Not necessary,1
2025-11-28 01:00:00,Delhi,351,300.8744812011719,Unknown,Extreme,Stay Indoors - Emergency,N95/N99 mask required if going outdoors,1
2025-11-28 01:00:00,New York,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,1
2025-11-28 01:00:00,São Paulo,3,3.736386299133301,Good,Low,Unrestricted,Not necessary,1
2025-11-28 02:00:00,Mexico City,82,82.29723358154297,Moderate,Low,Generally Safe,Not necessary,2
2025-11-28 02:00:00,Cairo,99,98.78318786621094,Moderate,Low,Generally Safe,Not necessary,2
2025-11-28 02:00:00,São Paulo,3,3.102348804473877,Good,Low,Unrestricted,Not necessary,2
2025-11-28 02:00:00,Los Angeles,153,149.16294860839844,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,2
2025-11-28 02:00:00,Tokyo,15,15.154132843017578,Good,Low,Unrestricted,Not necessary,2
2025-11-28 02:00:00,London,9,8.985467910766602,Good,Low,Unrestricted,Not necessary,2
2025-11-28 02:00:00,New York,3,3.6154303550720215,Good,Low,Unrestricted,Not necessary,2
2025-11-28 02:00:00,Beijing,165,164.50550842285156,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,2
2025-11-28 02:00:00,Mumbai,228,224.37806701660156,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,2
2025-11-28 02:00:00,Delhi,359,297.1611022949219,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,2
2025-11-28 03:00:00,Mexico City,85,84.53892517089844,Moderate,Low,Generally Safe,Not necessary,3
2025-11-28 03:00:00,New York,3,3.037630319595337,Good,Low,Unrestricted,Not necessary,3
2025-11-28 03:00:00,Mumbai,224,225.11000061035156,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,3
2025-11-28 03:00:00,Delhi,365,299.0838317871094,Very Unhealthy,Very High,Minimize Outdoor Activity,N95/N99 mask required if going outdoors,3
2025-11-28 03:00:00,Cairo,105,104.54598999023438,Unhealthy for Sensitive Groups,Moderate,Reduce Prolonged Exertion,Recommended for sensitive groups,3
2025-11-28 03:00:00,Tokyo,15,15.041431427001953,Good,Low,Unrestricted,Not necessary,3
2025-11-28 03:00:00,Beijing,169,168.88125610351562,Unhealthy,High,Avoid Prolonged Exertion,N95 mask recommended for everyone outdoors,3
2025-11-28 03:00:00,São Paulo,3,3.032531976699829,Good,Low,Unrestricted,Not necessary,3
